TARGET_BAD_FLAG,TARGET_LOSS_AMT,LOAN,z_IMP_REASON_HomeImp,z_IMP_REASON_MISSING,z_IMP_JOB_Mgr,z_IMP_JOB_Office,z_IMP_JOB_Other,z_IMP_JOB_ProfExe,z_IMP_JOB_Sales,z_IMP_JOB_Self,M_MORTDUE,IMP_MORTDUE,M_VALUE,IMP_VALUE,M_YOJ,IMP_YOJ,M_DEROG,IMP_DEROG,M_DELINQ,IMP_DELINQ,M_CLAGE,IMP_CLAGE,M_NINQ,IMP_NINQ,M_CLNO,IMP_CLNO,M_DEBTINC,IMP_DEBTINC
0,,10000,0,1,0,0,1,0,0,0,0,57068.0,0,72000.0,0,12.0,0,0.0,0,0.0,0,257.7,0,0.0,0,27.0,1,34.81826182
0,,10000,1,0,0,0,1,0,0,0,0,22068.0,0,49600.0,0,0.9,0,0.0,0,0.0,0,247.5666667,0,0.0,0,11.0,1,34.81826182
0,,10000,1,0,0,0,0,1,0,0,0,131589.0,0,156000.0,0,5.0,0,0.0,0,1.0,0,419.0333333,0,1.0,0,43.0,1,34.81826182
0,,10000,1,0,0,1,0,0,0,0,0,147234.0,0,175300.0,0,6.0,0,0.0,0,0.0,0,192.7666667,0,1.0,0,56.0,1,34.81826182
0,,10000,1,0,0,0,1,0,0,0,0,48041.0,0,76050.0,0,3.0,0,0.0,0,2.0,0,185.7,0,0.0,0,13.0,1,34.81826182
0,,10000,1,0,0,0,0,1,0,0,0,78000.0,0,97400.0,0,1.0,0,0.0,0,0.0,0,72.03333333,0,1.0,0,20.0,1,34.81826182
0,,10000,0,0,0,1,0,0,0,0,0,64320.0,0,102375.0,0,10.0,0,0.0,0,0.0,0,148.1666667,0,1.0,0,13.0,1,34.81826182
0,,10000,0,1,0,1,0,0,0,0,0,96000.0,0,112200.0,0,16.0,0,1.0,0,0.0,0,258.7333333,0,0.0,0,16.0,1,34.81826182
0,,10000,0,0,0,0,0,1,0,0,0,88777.5,0,112014.0,0,13.0,0,0.0,0,0.0,0,182.6333333,0,2.0,0,18.0,1,34.81826182
0,,10000,0,0,0,0,0,1,0,0,0,10000.0,0,68250.0,0,20.0,0,0.0,0,2.0,0,398.8,0,1.0,0,12.0,1,34.81826182
1,8516.0,10000,0,0,1,0,0,0,0,0,0,42300.0,1,89235.5,0,11.0,0,1.0,0,0.0,0,31.4,0,3.0,0,5.0,1,34.81826182
1,8836.0,10000,1,0,0,0,1,0,0,0,0,5200.0,0,53095.0,0,5.0,0,3.0,0,3.0,0,234.3333333,0,3.0,0,17.0,1,34.81826182
1,6246.0,10000,1,0,0,1,0,0,0,0,0,19225.53,0,35500.0,0,5.0,0,0.0,0,2.0,0,186.0,0,1.0,0,10.0,1,34.81826182
1,10690.0,10000,0,0,0,0,1,0,0,0,0,62000.0,0,80000.0,0,5.0,1,0.0,0,1.0,0,97.4,0,4.0,0,30.0,1,34.81826182
1,8995.0,10000,0,0,0,1,0,0,0,0,0,41741.0,0,56000.0,0,3.0,0,0.0,0,0.0,0,20.23333333,0,2.0,0,6.0,1,34.81826182
1,8160.0,10000,1,0,0,1,0,0,0,0,0,46946.0,0,65000.0,0,7.2,0,0.0,0,1.0,0,80.1,0,1.0,0,12.0,1,34.81826182
1,6999.0,10000,1,0,1,0,0,0,0,0,0,75000.0,0,103600.0,0,17.6,0,0.0,0,0.0,0,171.4333333,0,0.0,0,24.0,1,34.81826182
1,9508.0,10000,0,0,0,0,1,0,0,0,0,59929.0,1,89235.5,0,5.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182
1,9879.0,10000,0,0,0,1,0,0,0,0,0,99600.0,0,125500.0,0,8.0,0,0.0,0,0.0,0,80.1,0,3.0,0,21.0,1,34.81826182
1,7082.0,10000,1,0,0,0,0,1,0,0,0,122800.0,0,151500.0,0,2.0,0,0.0,0,0.0,0,205.9666667,0,1.0,0,23.0,1,34.81826182
1,7349.0,10000,1,0,0,0,1,0,0,0,0,49000.0,0,70000.0,1,7.0,0,0.0,0,3.0,0,190.7333333,0,1.0,0,12.0,1,34.81826182
1,10483.0,10000,1,0,0,0,1,0,0,0,0,48840.0,0,58740.0,0,15.0,0,2.0,0,2.0,0,194.8,0,0.0,0,39.0,1,34.81826182
1,9089.0,10000,0,0,0,0,1,0,0,0,0,13161.0,0,37700.0,1,7.0,0,3.0,0,0.0,0,79.1,0,2.0,0,9.0,1,34.81826182
1,5549.0,10000,0,0,0,0,0,0,1,0,0,84000.0,0,132965.0,0,30.0,0,0.0,0,0.0,0,325.6333333,0,1.0,0,24.0,1,34.81826182
1,5884.0,10000,0,0,0,0,1,0,0,0,0,42321.0,0,53800.0,0,4.0,0,0.0,0,0.0,0,275.9,0,0.0,0,19.0,1,34.81826182
1,8229.0,10000,0,0,0,0,1,0,0,0,0,65000.0,0,80000.0,0,2.0,0,0.0,0,0.0,0,26.36666667,0,3.0,0,2.0,1,34.81826182
1,10934.0,10000,0,0,0,0,1,0,0,0,0,76700.0,0,97800.0,0,25.0,1,0.0,0,10.0,0,205.2333333,0,3.0,0,26.0,1,34.81826182
1,10942.0,10000,0,0,0,0,1,0,0,0,0,59543.0,0,86800.0,0,9.0,0,3.0,0,1.0,0,152.1333333,0,2.0,0,51.0,1,34.81826182
1,10959.0,10000,0,1,1,0,0,0,0,0,0,52410.0,0,54500.0,0,1.0,0,9.0,0,4.0,0,132.9,0,4.0,0,29.0,1,34.81826182
1,7314.0,10000,1,0,0,0,1,0,0,0,0,50070.0,0,60670.0,0,5.0,0,2.0,0,0.0,0,15.23333333,0,0.0,0,1.0,1,34.81826182
1,3689.0,10000,0,0,0,0,1,0,0,0,0,16288.0,0,48600.0,0,24.0,0,0.0,0,0.0,0,268.8333333,0,1.0,0,16.0,1,34.81826182
1,9796.0,10000,1,0,0,1,0,0,0,0,0,69727.0,0,90312.0,0,4.5,0,5.0,0,1.0,0,122.8333333,1,1.0,0,17.0,1,34.81826182
1,10913.0,10000,1,0,1,0,0,0,0,0,1,65019.0,0,65088.0,0,3.5,0,4.0,0,5.0,0,205.0666667,0,2.0,0,39.0,1,34.81826182
1,1921.0,10000,0,0,0,0,0,1,0,0,1,65019.0,0,79500.0,0,19.0,0,0.0,0,0.0,0,285.1,0,2.0,0,7.0,1,34.81826182
1,10682.0,10000,0,1,0,0,1,0,0,0,1,65019.0,1,89235.5,0,15.0,0,2.0,0,2.0,0,108.9333333,0,3.0,0,31.0,1,34.81826182
1,10472.0,10000,0,0,0,0,1,0,0,0,0,91000.0,0,110000.0,0,16.0,0,1.0,0,3.0,0,123.7666667,0,2.0,0,22.0,1,34.81826182
1,8467.0,10000,0,1,0,0,0,1,0,0,0,66399.0,0,78000.0,0,0.9,0,0.0,0,0.0,0,112.6,0,0.0,0,15.0,1,34.81826182
1,7115.0,10000,0,0,0,0,0,1,0,0,0,90700.0,0,123370.0,0,15.0,0,2.0,0,0.0,0,90.3,0,1.0,0,4.0,1,34.81826182
1,1126.0,10000,1,0,0,0,1,0,0,0,0,34900.0,0,48000.0,0,3.0,0,0.0,0,0.0,0,288.1666667,0,1.0,0,3.0,1,34.81826182
0,,10000,1,0,0,1,0,0,0,0,0,127319.0,0,194992.0,0,1.0,0,0.0,0,1.0,0,337.6899717,0,0.0,0,16.0,0,41.44750595
0,,10000,0,0,0,1,0,0,0,0,0,48769.0,0,65328.0,0,4.0,0,0.0,0,1.0,0,104.6952407,0,3.0,0,12.0,0,39.04935922
0,,10000,1,0,0,0,0,1,0,0,0,133879.0,0,157446.0,0,6.0,0,0.0,0,1.0,0,421.3628722,0,1.0,0,42.0,0,30.6069987
1,8180.0,10000,0,0,0,0,1,0,0,0,0,36000.0,0,68800.0,0,13.0,0,0.0,0,0.0,0,118.6666667,0,6.0,0,15.0,1,34.81826182
0,,10000,0,0,0,0,0,1,0,0,0,64375.0,0,72418.0,0,14.0,0,0.0,0,0.0,0,207.6173064,0,3.0,0,31.0,0,38.86794908
0,,10000,0,0,0,0,0,0,0,1,0,114643.0,0,130127.0,0,5.0,0,0.0,0,1.0,0,160.6678931,0,0.0,0,19.0,0,33.92004439
0,,10000,0,1,0,0,0,0,0,0,1,65019.0,0,69502.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,25.77278284
0,,10000,0,0,0,0,1,0,0,0,0,41949.0,0,51684.0,0,15.0,0,0.0,0,0.0,0,84.12345095,0,0.0,0,12.0,0,31.26731878
0,,10100,1,0,0,0,0,1,0,0,0,114590.0,0,215784.0,0,2.0,0,0.0,0,0.0,0,123.1691828,0,0.0,0,14.0,0,27.84508378
0,,10100,1,0,1,0,0,0,0,0,0,45493.0,0,54605.0,0,21.0,0,0.0,0,1.0,0,234.5917784,0,0.0,0,18.0,0,36.59466404
0,,10100,0,0,0,0,1,0,0,0,0,87942.0,0,106000.0,0,13.0,0,0.0,0,0.0,0,219.3852784,0,2.0,0,16.0,0,40.75164798
0,,10100,1,0,0,0,1,0,0,0,0,32608.0,0,47377.0,0,9.0,0,0.0,0,0.0,0,67.38706567,0,0.0,0,3.0,0,35.69019304
0,,10100,0,0,0,1,0,0,0,0,0,66393.0,0,85605.0,0,6.0,0,1.0,0,1.0,0,203.6995629,0,3.0,0,29.0,0,37.66930513
1,6596.0,10100,0,0,0,0,1,0,0,0,1,65019.0,0,25300.0,1,7.0,0,1.0,0,0.0,0,122.3,0,1.0,0,5.0,1,34.81826182
0,,10100,0,0,0,0,0,0,1,0,0,68240.0,0,84067.0,0,8.0,0,0.0,0,0.0,0,131.4041801,0,0.0,0,35.0,0,28.44381048
0,,10100,0,0,1,0,0,0,0,0,0,81263.0,0,98536.0,0,1.0,0,0.0,0,0.0,0,73.16044771,0,1.0,0,23.0,0,38.33125572
0,,10100,0,0,0,0,0,1,0,0,0,137299.0,0,200339.0,0,0.0,0,0.0,0,0.0,0,66.35759046,0,2.0,0,23.0,0,35.2377013
0,,10100,0,0,0,0,1,0,0,0,0,47426.0,0,68820.0,0,16.0,0,0.0,0,4.0,0,220.7609123,0,0.0,0,36.0,0,24.01951269
0,,10100,1,0,0,0,1,0,0,0,0,57881.0,0,69554.0,0,29.0,0,0.0,0,3.0,0,189.9245224,0,1.0,0,24.0,0,34.61045543
1,10889.0,10100,0,0,0,0,1,0,0,0,0,60200.0,0,74000.0,0,4.0,1,0.0,0,4.0,0,128.8666667,0,5.0,0,24.0,1,34.81826182
0,,10100,0,0,0,0,1,0,0,0,0,68820.0,0,78830.0,0,2.0,1,0.0,1,0.0,0,170.7224523,1,1.0,0,34.0,0,29.20675283
0,,10100,0,0,0,1,0,0,0,0,0,73174.0,0,91101.0,0,14.0,0,0.0,0,0.0,0,77.11709066,0,0.0,0,8.0,0,25.04259669
0,,10100,1,0,0,0,1,0,0,0,0,54873.0,0,73085.0,0,5.0,0,0.0,0,1.0,0,252.2528926,0,1.0,0,16.0,0,38.7274173
0,,10100,0,0,0,0,1,0,0,0,0,49683.0,0,55728.0,0,0.0,0,0.0,0,0.0,0,91.09579488,0,0.0,0,20.0,0,37.13310754
0,,10100,0,0,0,0,0,0,0,0,0,72136.0,0,89437.0,0,5.0,0,0.0,0,0.0,0,205.7371252,0,0.0,0,15.0,0,30.79876353
0,,10100,1,0,0,0,1,0,0,0,0,55559.0,0,89231.0,0,16.0,0,1.0,0,0.0,0,175.5555713,0,0.0,0,29.0,0,26.900321
0,,10100,0,0,0,0,1,0,0,0,0,126358.0,0,180305.0,0,8.0,0,0.0,0,0.0,0,199.3505297,0,1.0,0,20.0,0,32.03362879
0,,10100,1,0,0,0,1,0,0,0,0,58446.0,0,71145.0,0,4.0,0,0.0,0,1.0,0,244.6243676,0,1.0,0,15.0,0,38.11730639
0,,10100,1,0,0,0,1,0,0,0,0,63283.0,0,82912.0,0,0.0,0,0.0,0,0.0,0,99.81625825,0,1.0,0,7.0,0,38.37053971
0,,10100,0,0,0,1,0,0,0,0,0,55738.0,0,73266.0,0,5.0,0,0.0,0,0.0,0,85.63523503,0,1.0,0,14.0,0,24.53432507
0,,10100,0,0,0,0,1,0,0,0,0,93085.0,0,110069.0,0,13.0,0,0.0,0,0.0,0,206.799179,0,3.0,0,16.0,0,40.56989706
0,,10100,1,0,0,1,0,0,0,0,0,154005.0,0,175684.0,0,4.0,0,0.0,0,0.0,0,189.3663073,0,0.0,0,56.0,0,33.97122188
0,,10100,0,1,0,0,0,0,0,0,1,65019.0,0,69451.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,22.51968544
0,,10200,0,0,0,0,1,0,0,0,0,44000.0,0,57000.0,0,0.0,0,1.0,0,0.0,0,191.7333333,0,2.0,0,13.0,1,34.81826182
0,,10200,0,1,0,0,0,0,0,0,0,9078.0,0,35261.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,33.6664545
0,,10200,0,1,0,1,0,0,0,0,0,102281.0,0,114277.0,0,15.0,0,0.0,0,0.0,0,263.2869775,0,0.0,0,16.0,0,36.82778595
0,,10200,0,0,0,0,1,0,0,0,0,70882.0,0,98154.0,0,16.0,1,0.0,1,0.0,0,153.1181363,0,3.0,0,15.0,0,25.1199559
1,11029.0,10200,1,0,0,0,0,1,0,0,0,69116.0,0,105228.0,0,12.0,0,0.0,0,8.0,0,122.8439512,0,0.0,0,36.0,0,36.12288591
0,,10200,0,0,0,0,1,0,0,0,0,82630.0,0,99250.0,0,1.0,0,0.0,0,0.0,0,107.5285598,0,1.0,0,32.0,0,40.28097487
0,,10200,0,0,1,0,0,0,0,0,0,55539.0,0,65357.0,0,5.0,0,0.0,0,0.0,0,190.9459308,0,1.0,0,17.0,0,28.64082373
0,,10200,0,0,1,0,0,0,0,0,0,51108.0,0,68673.0,0,6.0,1,0.0,1,0.0,0,116.6793672,1,1.0,0,23.0,0,42.77564391
0,,10200,0,0,0,0,0,1,0,0,0,59907.0,0,71580.0,0,14.0,0,0.0,0,0.0,0,237.9481372,0,2.0,0,32.0,0,36.40094666
0,,10200,0,0,0,0,1,0,0,0,0,84196.0,0,91642.0,0,1.0,0,0.0,0,0.0,0,104.8350719,0,1.0,0,32.0,0,38.37611263
1,10709.0,10200,0,0,0,0,1,0,0,0,0,52310.0,0,74117.0,0,13.0,0,0.0,0,3.0,0,118.6957855,0,2.0,0,23.0,1,34.81826182
0,,10200,1,0,0,0,0,1,0,0,0,77571.0,0,102732.0,0,6.0,0,0.0,0,0.0,0,100.6296635,0,0.0,0,34.0,0,37.36151357
0,,10200,0,0,1,0,0,0,0,0,0,60180.0,0,72370.0,0,5.0,1,0.0,1,0.0,0,125.2948667,1,1.0,0,23.0,0,42.50461354
0,,10200,0,0,0,1,0,0,0,0,0,71111.0,0,80385.0,0,4.0,0,1.0,0,2.0,0,170.2818826,0,2.0,0,29.0,0,38.62337208
0,,10200,0,0,0,1,0,0,0,0,0,54900.0,0,79000.0,0,14.0,0,0.0,0,0.0,0,113.6333333,0,0.0,0,24.0,1,34.81826182
0,,10200,1,0,0,0,1,0,0,0,0,8907.0,0,59814.0,0,7.0,0,2.0,0,0.0,0,364.4309474,0,1.0,0,22.0,0,16.06424538
0,,10200,0,0,0,0,0,0,0,0,0,46140.0,0,56206.0,0,8.0,0,1.0,0,0.0,0,115.7806282,0,1.0,0,25.0,0,22.31370515
1,3348.0,10200,1,0,0,0,1,0,0,0,0,48670.0,0,90444.0,1,7.0,0,1.0,0,1.0,0,89.35547488,1,1.0,0,7.0,0,39.15104729
0,,10200,0,0,0,0,0,0,0,0,0,73157.0,0,83858.0,0,3.0,0,0.0,0,0.0,0,193.5089634,0,0.0,0,16.0,0,29.08799472
0,,10200,0,0,0,0,1,0,0,0,0,78628.0,0,92090.0,0,10.0,0,1.0,0,0.0,0,164.3178964,0,6.0,0,21.0,0,38.72132161
0,,10200,0,0,1,0,0,0,0,0,0,38223.0,0,60728.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,35.34785383
0,,10200,0,0,0,0,0,0,0,0,0,61179.0,0,69591.0,0,18.0,0,0.0,0,0.0,0,148.7044776,0,1.0,0,11.0,0,34.47220461
0,,10200,1,0,0,0,1,0,0,0,0,34522.0,0,43076.0,0,9.0,0,0.0,0,0.0,0,92.90754834,0,0.0,0,3.0,0,36.84535669
1,9049.0,10200,0,0,0,0,0,0,0,1,0,29581.0,0,39992.0,0,3.0,0,0.0,0,0.0,0,149.8746257,0,2.0,0,26.0,0,43.19724206
0,,10200,0,0,0,0,1,0,0,0,0,16322.0,0,86505.0,0,8.0,0,0.0,0,0.0,0,259.1638196,0,0.0,0,14.0,0,21.25349814
0,,10200,0,0,0,0,0,0,0,0,0,57142.0,0,72664.0,0,19.0,0,0.0,0,0.0,0,158.1858039,0,1.0,0,12.0,0,32.49748842
0,,10200,0,0,0,0,1,0,0,0,0,80969.0,0,100937.0,0,9.0,0,0.0,0,0.0,0,168.7498211,0,4.0,0,21.0,0,39.69842981
0,,10200,1,0,0,0,0,1,0,0,0,86400.0,0,113698.0,0,11.0,0,0.0,0,1.0,0,181.542927,0,0.0,0,27.0,0,35.03165088
0,,10200,1,0,0,0,1,0,0,0,0,65803.0,0,85155.0,0,15.0,0,0.0,0,0.0,0,218.4817546,0,0.0,0,36.0,0,36.18219201
0,,10200,1,0,0,0,0,1,0,0,0,79257.0,0,105912.0,0,3.0,0,0.0,0,0.0,0,95.35537249,0,0.0,0,33.0,0,39.3913652
0,,10200,1,0,0,0,1,0,0,0,1,65019.0,0,64377.0,1,7.0,0,0.0,0,0.0,0,347.2450131,0,0.0,0,6.0,0,37.77468156
0,,10300,0,0,0,1,0,0,0,0,0,61000.0,0,75000.0,0,12.0,0,0.0,0,0.0,0,251.5333333,0,4.0,0,37.0,1,34.81826182
1,4277.0,10300,1,0,0,0,1,0,0,0,0,70147.0,0,122124.0,0,1.0,0,0.0,0,0.0,0,58.8956859,0,0.0,0,7.0,0,57.99501862
0,,10300,1,0,0,0,1,0,0,0,0,54925.0,0,84078.0,0,2.0,0,0.0,0,1.0,0,189.6952729,0,0.0,0,13.0,0,29.13369741
0,,10300,1,0,0,0,1,0,0,0,0,51787.0,0,86200.0,0,17.0,0,0.0,0,0.0,0,203.7327626,0,0.0,0,16.0,0,34.43524605
0,,10300,0,0,0,1,0,0,0,0,0,79243.0,0,89840.0,0,16.0,0,0.0,0,0.0,0,87.82534618,0,0.0,0,9.0,0,24.47937322
0,,10300,1,0,0,0,1,0,0,0,1,65019.0,0,69085.0,1,7.0,0,0.0,0,0.0,0,380.2780405,0,0.0,0,7.0,0,36.73982022
0,,10300,0,0,0,0,1,0,0,0,0,46609.0,0,63812.0,0,1.0,0,0.0,0,0.0,0,184.7884163,0,2.0,0,13.0,0,29.14003137
0,,10300,0,0,0,1,0,0,0,0,0,58572.0,0,75946.0,0,5.0,0,0.0,0,0.0,0,85.01005286,0,2.0,0,14.0,0,27.76943894
0,,10300,1,0,1,0,0,0,0,0,1,65019.0,0,50548.0,0,5.0,1,0.0,1,0.0,0,165.5531992,1,1.0,0,9.0,0,23.88633081
0,,10300,0,0,0,1,0,0,0,0,0,50714.0,0,56088.0,0,1.0,0,0.0,0,0.0,0,163.0891482,0,1.0,0,21.0,0,37.97305537
0,,10300,0,0,0,0,1,0,0,0,0,65382.0,0,73817.0,0,1.0,0,0.0,0,0.0,0,190.648145,0,1.0,0,17.0,0,34.19289159
0,,10300,0,0,0,1,0,0,0,0,0,74624.0,0,96697.0,0,7.0,0,0.0,0,0.0,0,217.2353212,0,3.0,0,28.0,0,41.51130079
0,,10300,0,0,0,0,0,1,0,0,0,75483.0,0,99345.0,0,3.0,0,0.0,0,0.0,0,133.7905101,0,0.0,0,25.0,0,34.88723609
0,,10300,1,0,0,0,1,0,0,0,0,45275.0,0,62724.0,0,11.0,0,0.0,0,1.0,0,109.3246387,0,3.0,0,34.0,0,37.29182499
0,,10300,0,0,0,0,0,0,0,0,0,57676.0,0,71027.0,0,19.0,0,0.0,0,0.0,0,157.5196371,0,1.0,0,11.0,0,33.99236607
0,,10300,1,0,0,0,1,0,0,0,0,59340.0,0,84708.0,0,13.0,0,0.0,0,0.0,0,222.3648894,0,1.0,0,36.0,0,34.92598425
0,,10300,0,0,1,0,0,0,0,0,0,82889.0,0,97189.0,0,2.0,0,0.0,0,0.0,0,82.50744621,0,2.0,0,24.0,0,39.53698719
0,,10300,1,0,0,0,1,0,0,0,0,56127.0,0,72294.0,0,28.0,0,1.0,0,3.0,0,184.3457508,0,0.0,0,24.0,0,34.63423561
0,,10300,0,0,0,0,0,0,0,0,0,65876.0,0,80064.0,0,3.0,0,0.0,0,0.0,0,220.8259789,0,0.0,0,15.0,0,30.633131
0,,10300,1,0,0,0,1,0,0,0,0,57902.0,0,74355.0,0,4.0,0,0.0,0,0.0,0,243.6309162,0,1.0,0,16.0,0,36.57444189
1,11039.0,10300,0,0,0,0,1,0,0,0,0,39893.0,0,55000.0,0,1.5,0,0.0,0,1.0,0,99.43333333,0,2.0,0,32.0,1,34.81826182
0,,10300,1,0,0,0,1,0,0,0,1,65019.0,0,51053.0,0,10.0,0,1.0,0,0.0,0,306.9922054,0,2.0,0,12.0,0,34.48387842
0,,10300,0,0,0,0,1,0,0,0,0,44941.0,0,60694.0,0,2.0,0,0.0,0,0.0,0,85.68120512,0,0.0,0,20.0,0,39.53639781
0,,10400,0,0,0,0,1,0,0,0,0,63505.0,0,75811.0,0,3.0,0,0.0,0,0.0,0,182.0920717,0,2.0,0,17.0,0,33.69078564
0,,10400,1,0,0,1,0,0,0,0,0,66044.0,0,83531.0,0,12.0,0,0.0,0,0.0,0,241.5141532,0,0.0,0,31.0,0,45.56984265
0,,10400,0,0,0,0,0,1,0,0,0,62442.0,0,73197.0,0,8.0,0,0.0,0,0.0,0,47.61067763,0,1.0,0,24.0,0,38.88482776
0,,10400,0,1,0,0,1,0,0,0,0,63626.0,0,79477.0,0,12.0,0,0.0,0,0.0,0,260.7972622,0,0.0,0,27.0,0,27.94286603
0,,10400,1,0,0,0,1,0,0,0,0,56610.0,0,86831.0,0,19.0,0,0.0,0,0.0,0,190.0848295,0,0.0,0,28.0,0,24.60265855
0,,10400,0,0,0,0,1,0,0,0,0,21235.0,0,40116.0,0,3.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,36.90541431
0,,10400,0,0,0,1,0,0,0,0,0,64904.0,0,76767.0,0,11.0,0,0.0,0,0.0,0,245.0180119,0,4.0,0,37.0,0,41.42384414
0,,10400,0,0,0,1,0,0,0,0,0,64336.0,0,77564.0,0,4.0,0,2.0,0,3.0,0,188.7800761,0,2.0,0,30.0,0,39.69998047
0,,10400,0,0,0,0,1,0,0,0,0,37233.0,0,52320.0,0,15.0,0,0.0,0,0.0,0,88.67732863,0,0.0,0,11.0,0,31.05643679
0,,10400,1,0,0,0,1,0,0,0,0,57816.0,0,82047.0,0,3.0,0,0.0,0,1.0,0,176.6568946,0,0.0,0,12.0,0,30.67420529
1,8481.0,10400,0,0,0,0,1,0,0,0,0,51200.0,0,76125.0,0,12.0,0,0.0,0,0.0,0,132.3666667,0,0.0,0,16.0,1,34.81826182
0,,10400,1,0,1,0,0,0,0,0,0,39821.0,0,54040.0,0,21.0,0,1.0,0,0.0,0,231.6054114,0,1.0,0,18.0,0,36.43973673
0,,10400,0,0,0,0,1,0,0,0,0,78320.0,0,100017.0,0,10.0,0,0.0,0,0.0,0,167.4225397,0,4.0,0,21.0,0,41.97487828
1,5195.0,10400,0,0,0,0,1,0,0,0,0,42714.0,0,72322.0,0,12.0,0,0.0,0,0.0,0,105.0748016,0,6.0,0,15.0,0,41.26235347
0,,10400,0,0,0,1,0,0,0,0,0,45710.0,0,55299.0,0,0.0,0,0.0,0,0.0,0,166.3741502,0,0.0,0,20.0,0,34.53641174
0,,10400,0,0,0,0,0,1,0,0,0,11426.0,0,69294.0,0,20.0,0,0.0,0,1.0,0,396.9262645,0,1.0,0,11.0,0,20.29198894
0,,10500,1,0,0,0,1,0,0,0,1,65019.0,0,53907.0,0,10.0,0,0.0,0,0.0,0,308.2132622,0,2.0,0,13.0,0,34.40894842
0,,10500,1,0,0,0,1,0,0,0,0,60145.0,0,63268.0,0,4.0,0,0.0,0,0.0,0,122.4960779,0,0.0,0,34.0,0,36.73687075
0,,10500,0,0,0,0,0,0,0,0,0,64295.0,0,73594.0,0,19.0,0,0.0,0,0.0,0,157.2465503,0,0.0,0,11.0,0,33.55631225
0,,10500,1,0,0,1,0,0,0,0,0,154434.0,0,179486.0,0,5.0,0,0.0,0,0.0,0,182.3539,0,1.0,0,55.0,0,34.98345933
0,,10500,1,0,0,0,1,0,0,0,0,64331.0,0,65040.0,0,4.0,0,0.0,0,0.0,0,66.54105782,0,1.0,0,20.0,0,42.33212434
0,,10500,1,0,0,0,1,0,0,0,1,65019.0,0,73388.0,1,7.0,0,0.0,0,0.0,0,367.2308638,0,0.0,0,7.0,0,36.84217463
0,,10500,0,0,0,0,1,0,0,0,0,13694.0,0,87580.0,0,8.0,0,0.0,0,0.0,0,258.5549278,0,0.0,0,14.0,0,20.26019805
0,,10500,0,0,0,0,1,0,0,0,0,26000.0,0,39000.0,0,9.0,1,0.0,0,1.0,0,152.2333333,0,7.0,0,29.0,1,34.81826182
0,,10500,0,0,0,0,1,0,0,0,0,88829.0,0,114962.0,0,13.0,0,0.0,0,0.0,0,206.212228,0,3.0,0,15.0,0,37.86494621
0,,10500,0,0,0,1,0,0,0,0,0,53537.0,0,66674.0,0,4.0,0,0.0,0,0.0,0,83.5030948,0,2.0,0,11.0,0,37.09841345
0,,10500,0,0,1,0,0,0,0,0,0,41467.0,0,58329.0,0,2.0,0,0.0,0,0.0,0,187.7134862,0,0.0,0,22.0,0,27.86112392
1,8199.0,10500,0,0,0,0,1,0,0,0,0,57880.0,0,66802.0,0,2.0,0,0.0,0,0.0,0,94.59842526,0,8.0,0,21.0,0,45.46476584
0,,10500,0,0,0,0,1,0,0,0,0,63130.0,0,71387.0,0,3.0,0,0.0,0,2.0,0,305.556928,0,0.0,0,10.0,0,32.1779167
0,,10500,0,0,0,0,0,1,0,0,0,57372.0,0,67960.0,0,1.5,0,0.0,0,0.0,0,158.2666667,0,2.0,0,35.0,1,34.81826182
1,7404.0,10500,1,0,0,0,1,0,0,0,1,65019.0,0,18600.0,0,24.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182
0,,10500,0,0,1,0,0,0,0,0,0,74000.0,0,89000.0,0,6.0,0,0.0,0,0.0,0,138.0333333,0,2.0,0,27.0,1,34.81826182
1,10986.0,10500,0,0,0,0,1,0,0,0,0,41500.0,0,56247.0,0,8.0,0,0.0,0,1.0,0,70.03333333,0,2.0,0,24.0,1,34.81826182
0,,10500,0,1,0,0,1,0,0,0,0,30922.0,0,57682.0,0,30.0,0,0.0,0,0.0,0,241.4604126,0,0.0,0,19.0,0,23.23703502
0,,10500,0,0,0,1,0,0,0,0,0,69656.0,0,88198.0,0,15.0,0,0.0,0,0.0,0,97.31940617,0,0.0,0,8.0,0,27.32239655
1,9621.0,10500,1,0,0,0,0,1,0,0,0,89000.0,0,268000.0,1,7.0,0,4.0,1,0.0,0,120.8,0,2.0,0,15.0,1,34.81826182
0,,10500,0,0,0,0,1,0,0,0,0,42003.0,0,53754.0,0,16.0,0,0.0,0,0.0,0,84.55110419,0,0.0,0,12.0,0,32.34295932
0,,10500,1,0,0,0,0,1,0,0,0,76729.0,0,102287.0,0,5.0,0,0.0,0,0.0,0,89.06269877,0,1.0,0,33.0,0,38.44765886
0,,10500,1,0,0,0,0,1,0,0,0,74814.0,0,98132.0,0,8.0,0,0.0,0,0.0,0,164.3308981,0,0.0,0,34.0,0,32.3751491
